AGNO	RBD	DGV_RBD	NOM_RBD	MRUN	RUT_SOSTENEDOR	P_JURIDICA	COD_REG_RBD	NOM_REG_RBD_A	COD_PRO_RBD	COD_COM_RBD	NOM_COM_RBD	COD_DEPROV_RBD	NOM_DEPROV_RBD	COD_DEPE	COD_DEPE2	RURAL_RBD	LATITUD	LONGITUD	CONVENIO_PIE	ENS_01	ENS_02	ENS_03	ENS_04	ENS_05	ENS_06	ENS_07	ENS_08	ENS_09	ENS_10	ENS_11	MATRICULA	ESTADO_ESTAB	ORI_RELIGIOSA	ORI_OTRO_GLOSA	PAGO_MATRICULA	PAGO_MENSUAL
2021	1	9	LICEO POLITECNICO ARICA	 	62000660	1	15	AYP	151	15101	ARICA	151	ARICA	6	5	0	-18,48720	-70,29521	1	463	510	563	610	663	863	0	0	0	0	0	1	1	2	 	GRATUITO	GRATUITO
2021	2	7	PARVULARIO LAS ESPIGUITAS	 	62000660	1	15	AYP	151	15101	ARICA	151	ARICA	6	5	0	-18,46986	-70,30276	1	10	0	0	0	0	0	0	0	0	0	0	1	1	2	 	GRATUITO	GRATUITO
2021	3	5	ESC. PEDRO VICENTE GUTIERREZ TORRES	 	62000660	1	15	AYP	151	15101	ARICA	151	ARICA	6	5	1	-18,50358	-70,26083	0	165	167	363	0	0	0	0	0	0	0	0	1	1	1	 	GRATUITO	GRATUITO
2021	4	3	LICEO OCTAVIO PALMA PEREZ	 	62000660	1	15	AYP	151	15101	ARICA	151	ARICA	6	5	0	-18,47424	-70,30827	1	310	0	0	0	0	0	0	0	0	0	0	1	1	1	 	GRATUITO	GRATUITO
2021	5	1	JOVINA NARANJO FERNANDEZ	 	62000660	1	15	AYP	151	15101	ARICA	151	ARICA	6	5	0	-18,47690	-70,31345	1	110	310	363	0	0	0	0	0	0	0	0	1	1	7	PLURALISTA	GRATUITO	GRATUITO
2021	7	8	L. POLI. ANTONIO VARAS DE LA BARRA	 	62000660	1	15	AYP	151	15101	ARICA	151	ARICA	6	5	0	-18,47615	-70,28837	1	410	510	610	0	0	0	0	0	0	0	0	1	1	1	 	GRATUITO	GRATUITO
2021	8	6	COLEGIO INTEGRADO EDUARDO FREI MONTALVA	 	62000660	1	15	AYP	151	15101	ARICA	151	ARICA	6	5	0	-18,48249	-70,31758	1	10	110	310	0	0	0	0	0	0	0	0	1	1	7	LAICO	GRATUITO	GRATUITO
2021	9	4	ESCUELA REPUBLICA DE ISRAEL	 	62000660	1	15	AYP	151	15101	ARICA	151	ARICA	6	5	0	-18,48669	-70,30452	1	10	110	0	0	0	0	0	0	0	0	0	1	1	2	 	GRATUITO	GRATUITO
2021	10	8	ESCUELA REPUBLICA DE FRANCIA	 	62000660	1	15	AYP	151	15101	ARICA	151	ARICA	6	5	0	-18,47437	-70,30904	1	10	110	0	0	0	0	0	0	0	0	0	1	1	2	 	GRATUITO	GRATUITO
2021	11	6	ESC. GRAL. PEDRO LAGOS MARCHANT	 	62000660	1	15	AYP	151	15101	ARICA	151	ARICA	6	5	0	-18,49101	-70,31158	1	10	110	0	0	0	0	0	0	0	0	0	1	1	7	LAICA	GRATUITO	GRATUITO
2021	12	4	ESCUELA GRAL JOSE MIGUEL CARRERA	 	62000660	1	15	AYP	151	15101	ARICA	151	ARICA	6	5	0	-18,49193	-70,29397	1	10	110	0	0	0	0	0	0	0	0	0	1	1	1	 	GRATUITO	GRATUITO
2021	13	2	ESCUELA MANUEL RODRIGUEZ ERDOYZA	 	62000660	1	15	AYP	151	15101	ARICA	151	ARICA	6	5	0	-18,48134	-70,28535	1	10	110	0	0	0	0	0	0	0	0	0	1	1	2	 	GRATUITO	GRATUITO
2021	14	0	ESCUELA ROMULO J. PENA MATURANA	 	62000660	1	15	AYP	151	15101	ARICA	151	ARICA	6	5	0	-18,48124	-70,28976	1	10	110	0	0	0	0	0	0	0	0	0	1	1	1	 	GRATUITO	GRATUITO
2021	15	9	LICEO BICENTENARIO ARTISTICO DR. JUAN NOE CREVANI	 	62000660	1	15	AYP	151	15101	ARICA	151	ARICA	6	5	0	-18,47139	-70,30035	1	110	310	0	0	0	0	0	0	0	0	0	1	1	7	LAICA	GRATUITO	GRATUITO
2021	16	7	ESCUELA REGIMIENTO RANCAGUA	 	62000660	1	15	AYP	151	15101	ARICA	151	ARICA	6	5	0	-18,47483	-70,30878	1	10	110	0	0	0	0	0	0	0	0	0	1	1	1	 	GRATUITO	GRATUITO
2021	17	5	ESCUELA SUBTTE. LUIS CRUZ MARTINEZ	 	62000660	1	15	AYP	151	15101	ARICA	151	ARICA	6	5	0	-18,46727	-70,29094	1	10	110	0	0	0	0	0	0	0	0	0	1	1	2	 	GRATUITO	GRATUITO
2021	18	3	ESC. COMTE. JUAN JOSE SAN MARTIN	 	62000660	1	15	AYP	151	15101	ARICA	151	ARICA	6	5	0	-18,47668	-70,28779	1	10	110	0	0	0	0	0	0	0	0	0	1	1	2	 	GRATUITO	GRATUITO
2021	19	1	ESC. HUMBERTO VALENZUELA GARCIA	 	62000660	1	15	AYP	151	15101	ARICA	151	ARICA	6	5	0	-18,47466	-70,29191	1	10	110	0	0	0	0	0	0	0	0	0	1	1	2	 	GRATUITO	GRATUITO
2021	20	5	ESCUELA TUCAPEL	 	62000660	1	15	AYP	151	15101	ARICA	151	ARICA	6	5	0	-18,47970	-70,29550	1	10	110	0	0	0	0	0	0	0	0	0	1	1	2	 	GRATUITO	GRATUITO
2021	21	3	ESCUELA CARLOS GUIRAO MASSIF	 	62000660	1	15	AYP	151	15101	ARICA	151	ARICA	6	5	0	-18,48379	-70,30008	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	 	GRATUITO	GRATUITO
2021	22	1	ESCUELA GABRIELA MISTRAL	 	62000660	1	15	AYP	151	15101	ARICA	151	ARICA	6	5	0	-18,44829	-70,29065	1	10	110	0	0	0	0	0	0	0	0	0	1	1	1	 	GRATUITO	GRATUITO
2021	25	6	COLEGIO CENTENARIO DE ARICA	 	62000660	1	15	AYP	151	15101	ARICA	151	ARICA	6	5	0	-18,44000	-70,29338	1	10	110	310	0	0	0	0	0	0	0	0	1	1	7	LAICO	GRATUITO	GRATUITO
2021	26	4	ESCUELA REPUBLICA DE ARGENTINA	 	62000660	1	15	AYP	151	15101	ARICA	151	ARICA	6	5	0	-18,48361	-70,30059	1	10	110	0	0	0	0	0	0	0	0	0	1	1	2	 	GRATUITO	GRATUITO
2021	27	2	ESCUELA ESMERALDA	 	62000660	1	15	AYP	151	15101	ARICA	151	ARICA	6	5	0	-18,48305	-70,30803	1	10	110	0	0	0	0	0	0	0	0	0	1	1	2	 	GRATUITO	GRATUITO
2021	28	0	ESCUELA RICARDO SILVA ARRIAGADA	 	62000660	1	15	AYP	151	15101	ARICA	151	ARICA	6	5	0	-18,48507	-70,29440	1	10	110	165	363	0	0	0	0	0	0	0	1	1	2	 	GRATUITO	GRATUITO
2021	29	9	ESCUELA AMERICA	 	62000660	1	15	AYP	151	15101	ARICA	151	ARICA	6	5	0	-18,47761	-70,28302	1	10	110	0	0	0	0	0	0	0	0	0	1	1	2	 	GRATUITO	GRATUITO
2021	30	2	ESCUELA DR. RICARDO OLEA GUERRA	 	62000660	1	15	AYP	151	15101	ARICA	151	ARICA	6	5	0	-18,48062	-70,28401	0	212	215	216	0	0	0	0	0	0	0	0	1	1	1	 	GRATUITO	GRATUITO
2021	31	0	ESCUELA DARIO SALAS DIAZ	 	62000660	1	15	AYP	151	15101	ARICA	151	ARICA	6	5	1	-18,50066	-70,25459	1	10	110	0	0	0	0	0	0	0	0	0	1	1	1	 	GRATUITO	GRATUITO
2021	32	9	LICEO AGRICOLA JOSE ABELARDO NUNEZ M.	 	62000660	1	15	AYP	151	15101	ARICA	151	ARICA	6	5	1	-18,51926	-70,17874	1	10	110	710	0	0	0	0	0	0	0	0	1	1	2	 	GRATUITO	GRATUITO
2021	33	7	ESCUELA CARLOS CONDELL DE LA HAZA	 	62000660	1	15	AYP	151	15101	ARICA	151	ARICA	6	5	1	-18,41711	-70,22585	1	10	110	0	0	0	0	0	0	0	0	0	1	1	7	LAICA	GRATUITO	GRATUITO
2021	35	3	ESCUELA GRAL. MANUEL BAQUEDANO	 	62000660	1	15	AYP	151	15101	ARICA	151	ARICA	6	5	1	-18,45172	-70,06757	1	10	110	0	0	0	0	0	0	0	0	0	1	1	2	 	GRATUITO	GRATUITO
2021	36	1	ESCUELA IGNACIO CARRERA PINTO	 	62000660	1	15	AYP	151	15101	ARICA	151	ARICA	6	5	0	-18,49560	-70,28352	1	10	110	0	0	0	0	0	0	0	0	0	1	1	2	 	GRATUITO	GRATUITO
2021	38	8	ESCUELA ESPAÑA	 	62000660	1	15	AYP	151	15101	ARICA	151	ARICA	6	5	1	-18,55882	-70,10072	1	10	110	0	0	0	0	0	0	0	0	0	1	1	2	 	GRATUITO	GRATUITO
2021	39	6	ESCUELA PAMPA ALGODONAL	 	62000660	1	15	AYP	151	15101	ARICA	151	ARICA	6	5	1	-18,57821	-69,96517	1	10	110	0	0	0	0	0	0	0	0	0	1	1	1	 	GRATUITO	GRATUITO
2021	41	8	ESCUELA VALLE DE CHACA	 	62000660	1	15	AYP	151	15101	ARICA	151	ARICA	6	5	1	-18,82064	-70,14038	0	110	0	0	0	0	0	0	0	0	0	0	1	1	2	 	GRATUITO	GRATUITO
2021	42	6	ESCUELA MOLINOS LLUTA	 	62000660	1	15	AYP	151	15101	ARICA	151	ARICA	6	5	1	-18,38175	-69,94489	0	110	0	0	0	0	0	0	0	0	0	0	1	1	1	 	GRATUITO	GRATUITO
2021	43	4	JARDIN INFANTIL CEPILLIN	 	65155997	1	15	AYP	151	15101	ARICA	151	ARICA	3	2	0	-18,43964	-70,29073	0	10	0	0	0	0	0	0	0	0	0	0	1	1	1	 	GRATUITO	GRATUITO
2021	44	2	JARDIN INFANTIL PEQUENILANDIA	17278119	 	0	15	AYP	151	15101	ARICA	151	ARICA	3	2	0	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	3	9	 	SIN INFORMACION	SIN INFORMACION
2021	45	0	COLEGIO ITALIANO SANTA ANA	 	70072800	1	15	AYP	151	15101	ARICA	151	ARICA	3	2	0	-18,48306	-70,31430	0	10	110	310	0	0	0	0	0	0	0	0	1	1	2	 	GRATUITO	GRATUITO
2021	46	9	JARDIN INFANTIL SAN ANDRES	 	76216092	1	15	AYP	151	15101	ARICA	151	ARICA	3	2	0	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	 	GRATUITO	GRATUITO
2021	47	7	J.  I. KURUMI	 	 	9	15	AYP	151	15101	ARICA	151	ARICA	4	3	0	-18,49244	-70,29444	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	 	SIN INFORMACION	SIN INFORMACION
2021	49	3	JARDIN INFANTIL PADRE LUIS GALLARDO	 	65095034	1	15	AYP	151	15101	ARICA	151	ARICA	3	2	0	-18,47502	-70,29024	0	10	0	0	0	0	0	0	0	0	0	0	1	1	2	 	GRATUITO	GRATUITO
2021	50	7	COLEGIO ADVENTISTA DE ARICA	 	65102261	1	15	AYP	151	15101	ARICA	151	ARICA	3	2	0	-18,49332	-70,27077	1	110	310	0	0	0	0	0	0	0	0	0	1	1	7	ADVENTISTA	GRATUITO	GRATUITO
2021	51	5	ESCUELA PARTICULAR REPÚBLICA DEL ECUADOR	 	76189122	1	15	AYP	151	15101	ARICA	151	ARICA	3	2	0	-18,40026	-70,31498	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	 	GRATUITO	GRATUITO
2021	52	3	LICEO BICENTENARIO DOMINGO SANTA MARIA	 	65145467	1	15	AYP	151	15101	ARICA	151	ARICA	3	2	0	-18,46834	-70,30360	1	10	110	214	310	410	510	810	0	0	0	0	1	1	7	LAICA	GRATUITO	GRATUITO
2021	55	8	JARDIN INFANTIL MONTESSORI GARDEN	 	65144309	1	15	AYP	151	15101	ARICA	151	ARICA	3	2	0	-18,48422	-70,30817	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	 	GRATUITO	GRATUITO
2021	56	6	COLEGIO SAN MARCOS DE ARICA	 	65378030	1	15	AYP	151	15101	ARICA	151	ARICA	3	2	0	-18,47075	-70,30482	1	10	110	310	0	0	0	0	0	0	0	0	1	1	2	 	GRATUITO	MAS DE $100.000
2021	57	4	JARDIN INFANTIL ZORZALITO	21453113	 	0	15	AYP	151	15101	ARICA	151	ARICA	3	2	0	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	3	9	 	SIN INFORMACION	SIN INFORMACION
2021	58	2	JARDIN INFANTIL PETETE J.M. BORGOÐO	 	76207192	1	15	AYP	151	15101	ARICA	151	ARICA	3	2	0	-18,48611	-70,30296	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	 	GRATUITO	GRATUITO
2021	59	0	COLEGIO SAN JORGE	5662561	 	0	15	AYP	151	15101	ARICA	151	ARICA	4	3	0	-18,50215	-70,24618	0	10	110	310	0	0	0	0	0	0	0	0	1	1	2	 	MAS DE $100.000	MAS DE $100.000
2021	60	4	COLEGIO ALEMAN DE ARICA	 	65144981	1	15	AYP	151	15101	ARICA	151	ARICA	3	2	0	-18,49221	-70,28030	0	10	110	310	0	0	0	0	0	0	0	0	1	1	1	 	GRATUITO	GRATUITO
2021	65	5	J.  I.  SOLDADITO DE PLOMO	 	 	9	15	AYP	151	15101	ARICA	151	ARICA	4	3	0	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	 	SIN INFORMACION	SIN INFORMACION
2021	66	3	JARDIN INFANTIL PLUTO	 	65144468	1	15	AYP	151	15101	ARICA	151	ARICA	3	2	0	-18,47906	-70,30340	0	10	0	0	0	0	0	0	0	0	0	0	1	1	2	 	GRATUITO	GRATUITO
2021	67	1	ABRAHAM LINCOLN SCHOOL	 	65143272	1	15	AYP	151	15101	ARICA	151	ARICA	3	2	0	-18,48123	-70,31879	0	10	110	310	0	0	0	0	0	0	0	0	1	1	2	 	GRATUITO	$25.001 A $50.000
2021	69	8	JUNIOR COLLEGE	9437148	 	0	15	AYP	151	15101	ARICA	151	ARICA	4	3	0	-18,46391	-70,29144	0	10	110	310	0	0	0	0	0	0	0	0	1	1	1	 	MAS DE $100.000	MAS DE $100.000
2021	70	1	ESCUELA VALLE DE ESQUINA	 	62000660	1	15	AYP	151	15102	CAMARONES	151	ARICA	6	5	1	-18,93622	-69,53016	0	110	0	0	0	0	0	0	0	0	0	0	1	1	7	MULTICULTURAL	GRATUITO	GRATUITO
2021	72	8	LICEO VALLE DE CODPA	 	62000660	1	15	AYP	151	15102	CAMARONES	151	ARICA	6	5	1	-18,83290	-69,74458	0	110	710	0	0	0	0	0	0	0	0	0	1	1	1	 	GRATUITO	GRATUITO
2021	73	6	ESCUELA VALLE DE COBIJA	 	62000660	1	15	AYP	151	15102	CAMARONES	151	ARICA	6	5	1	-18,73989	-69,58324	0	110	0	0	0	0	0	0	0	0	0	0	1	1	1	 	GRATUITO	GRATUITO
2021	74	4	ESCUELA VALLE DE CAMARONES	 	62000660	1	15	AYP	151	15102	CAMARONES	151	ARICA	6	5	1	-19,00992	-69,86014	0	110	0	0	0	0	0	0	0	0	0	0	1	1	2	 	GRATUITO	GRATUITO
2021	75	2	ESCUELA VALLE DE GUANACAGUA	 	62000660	1	15	AYP	151	15102	CAMARONES	151	ARICA	6	5	1	-18,81953	-69,70955	0	110	0	0	0	0	0	0	0	0	0	0	1	1	2	 	GRATUITO	GRATUITO
2021	76	0	ESCUELA VALLE DE CUYA	 	62000660	1	15	AYP	151	15102	CAMARONES	151	ARICA	6	5	1	-19,16044	-70,17957	0	110	0	0	0	0	0	0	0	0	0	0	1	1	2	 	GRATUITO	GRATUITO
2021	78	7	LICEO GRANADEROS	 	62000660	1	15	AYP	152	15201	PUTRE	151	ARICA	6	5	1	-18,19582	-69,56193	1	10	110	710	0	0	0	0	0	0	0	0	1	1	2	 	GRATUITO	GRATUITO
2021	79	5	ESCUELA EL MARQUEZ	 	62000660	1	15	AYP	152	15201	PUTRE	151	ARICA	6	5	1	-18,58072	-69,49376	0	110	0	0	0	0	0	0	0	0	0	0	1	1	7	PLURALISTA	GRATUITO	GRATUITO
2021	81	7	ESCUELA PAYACHATAS	 	62000660	1	15	AYP	152	15201	PUTRE	151	ARICA	6	5	1	-18,05440	-69,20101	0	110	0	0	0	0	0	0	0	0	0	0	1	1	7	PLURALISTA	GRATUITO	GRATUITO
2021	82	5	ESCUELA SAN FRANCISCO DE ASIS	 	62000660	1	15	AYP	152	15201	PUTRE	151	ARICA	6	5	1	-18,26881	-69,59702	0	110	0	0	0	0	0	0	0	0	0	0	1	1	2	 	GRATUITO	GRATUITO
2021	83	3	ESCUELA COTA COTANI	 	62000660	1	15	AYP	152	15201	PUTRE	151	ARICA	6	5	1	-18,20000	-69,26670	0	110	0	0	0	0	0	0	0	0	0	0	1	1	2	 	GRATUITO	GRATUITO
2021	84	1	ESCUELA LOS ALAMOS	 	62000660	1	15	AYP	152	15201	PUTRE	151	ARICA	6	5	1	-18,19635	-69,55922	0	110	0	0	0	0	0	0	0	0	0	0	1	1	2	 	GRATUITO	GRATUITO
2021	86	8	ESCUELA SAN SANTIAGO DE BELEN	 	62000660	1	15	AYP	152	15201	PUTRE	151	ARICA	6	5	1	-18,46778	-69,51489	0	110	0	0	0	0	0	0	0	0	0	0	1	1	2	 	GRATUITO	GRATUITO
2021	87	6	ESCUELA ANCOLACANE	 	62000660	1	15	AYP	152	15202	GENERAL LAGOS	151	ARICA	6	5	1	-17,85472	-69,60613	0	110	0	0	0	0	0	0	0	0	0	0	1	1	2	 	GRATUITO	GRATUITO
2021	88	4	ESCUELA ALCERRECA	 	62000660	1	15	AYP	152	15202	GENERAL LAGOS	151	ARICA	6	5	1	-17,99434	-69,70589	0	110	0	0	0	0	0	0	0	0	0	0	1	1	2	 	GRATUITO	GRATUITO
2021	89	2	ESCUELA HUMAPALCA	 	62000660	1	15	AYP	152	15202	GENERAL LAGOS	151	ARICA	6	5	1	-17,83439	-69,70278	0	110	0	0	0	0	0	0	0	0	0	0	1	1	2	 	GRATUITO	GRATUITO
2021	90	6	ESCUELA INTERNADO VISVIRI	 	62000660	1	15	AYP	152	15202	GENERAL LAGOS	151	ARICA	6	5	1	-17,59488	-69,48116	0	110	0	0	0	0	0	0	0	0	0	0	1	1	2	 	GRATUITO	GRATUITO
2021	91	4	ESCUELA COSAPILLA	 	62000660	1	15	AYP	152	15202	GENERAL LAGOS	151	ARICA	6	5	1	-17,76635	-69,42124	0	110	0	0	0	0	0	0	0	0	0	0	1	1	2	 	GRATUITO	GRATUITO
2021	92	2	ESCUELA CHISLLUMA	 	62000660	1	15	AYP	152	15202	GENERAL LAGOS	151	ARICA	6	5	1	-17,69677	-69,68830	0	110	0	0	0	0	0	0	0	0	0	0	1	1	2	 	GRATUITO	GRATUITO
2021	93	0	ESCUELA CHUJLLUTA	 	62000660	1	15	AYP	152	15202	GENERAL LAGOS	151	ARICA	6	5	1	-17,89942	-69,34921	0	110	0	0	0	0	0	0	0	0	0	0	1	1	2	 	GRATUITO	GRATUITO
2021	94	9	ESCUELA GUACOYO	 	62000660	1	15	AYP	152	15202	GENERAL LAGOS	151	ARICA	6	5	1	-17,76013	-69,34495	0	110	0	0	0	0	0	0	0	0	0	0	1	1	2	 	GRATUITO	GRATUITO
2021	95	7	ESCUELA COLPITAS	 	62000660	1	15	AYP	152	15202	GENERAL LAGOS	151	ARICA	6	5	1	-17,95694	-69,45363	0	110	0	0	0	0	0	0	0	0	0	0	1	1	2	 	GRATUITO	GRATUITO
2021	97	3	INST. COM. DE IQUIQUE BALDOMERO WOLNITZKY	 	70938800	1	1	TPCA	11	1101	IQUIQUE	11	IQUIQUE	1	1	0	-20,22037	-70,15306	1	410	510	810	0	0	0	0	0	0	0	0	1	1	1	 	$1.000 A $10.000	GRATUITO
2021	98	1	CENTRO DE DIAGNOSTICO	 	 	9	1	TPCA	11	1101	IQUIQUE	11	IQUIQUE	3	2	0	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	3	9	 	SIN INFORMACION	SIN INFORMACION
2021	100	7	ESCUELA	 	70938800	1	1	TPCA	11	1101	IQUIQUE	11	IQUIQUE	1	1	0	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	3	9	 	SIN INFORMACION	SIN INFORMACION
2021	101	5	HOGAR ESTUDIANTIL	 	 	9	1	TPCA	11	1101	IQUIQUE	11	IQUIQUE	1	1	0	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	3	9	 	SIN INFORMACION	SIN INFORMACION
2021	102	3	ESC.EDUC.ESPECIAL FLOR DEL INCA	 	70938800	1	1	TPCA	11	1101	IQUIQUE	11	IQUIQUE	1	1	0	-20,24097	-70,13935	0	212	216	0	0	0	0	0	0	0	0	0	1	1	1	 	GRATUITO	GRATUITO
2021	103	1	ESC.EDUC.GRAL.BAS.Y DES.ART.VIOLETA PARRA	 	70938800	1	1	TPCA	11	1101	IQUIQUE	11	IQUIQUE	1	1	0	-20,22110	-70,13817	1	110	310	0	0	0	0	0	0	0	0	0	1	1	2	 	GRATUITO	GRATUITO
2021	105	8	CENTRO DE CAPACITACION LABORAL	 	70938800	1	1	TPCA	11	1101	IQUIQUE	11	IQUIQUE	1	1	0	-20,24172	-70,13651	0	212	218	0	0	0	0	0	0	0	0	0	1	1	1	 	GRATUITO	GRATUITO
2021	106	6	INSTITUTO DEL MAR ALMIRANTE CARLOS CONDEL	 	71142500	1	1	TPCA	11	1101	IQUIQUE	11	IQUIQUE	5	4	0	-20,29395	-70,12778	0	110	310	510	810	0	0	0	0	0	0	0	1	1	2	 	GRATUITO	GRATUITO
2021	107	4	LICEO LIBERT. GRAL.BERNARDO O´HIGGINS	 	70938800	1	1	TPCA	11	1101	IQUIQUE	11	IQUIQUE	1	1	0	-20,21981	-70,15331	1	110	310	0	0	0	0	0	0	0	0	0	1	1	1	 	GRATUITO	GRATUITO
2021	108	2	LICEO POLITEC. JOSE GUTIERREZ DE LA FUEN	 	70938800	1	1	TPCA	11	1101	IQUIQUE	11	IQUIQUE	1	1	0	-20,22580	-70,14873	1	510	610	0	0	0	0	0	0	0	0	0	1	1	7	LAICO	GRATUITO	GRATUITO
2021	109	0	COLEGIO DEPORTIVO TEC. PROF. ELENA DUVAUCHELLE CABEZON	 	70938800	1	1	TPCA	11	1101	IQUIQUE	11	IQUIQUE	1	1	0	-20,21695	-70,15338	1	110	310	410	610	0	0	0	0	0	0	0	1	1	1	 	GRATUITO	GRATUITO
2021	110	4	LICEO BICENTENARIO DOMINGO SANTA MARIA DE IQQ.	 	70938800	1	1	TPCA	11	1101	IQUIQUE	11	IQUIQUE	1	1	0	-20,21759	-70,14691	1	10	110	310	0	0	0	0	0	0	0	0	1	1	7	LAICA	GRATUITO	GRATUITO
2021	111	2	ESCUELA GABRIELA MISTRAL	 	70938800	1	1	TPCA	11	1101	IQUIQUE	11	IQUIQUE	1	1	0	-20,22576	-70,14150	1	10	110	0	0	0	0	0	0	0	0	0	1	1	1	 	GRATUITO	GRATUITO
2021	112	0	ESCUELA EDUARDO LLANOS	 	70938800	1	1	TPCA	11	1101	IQUIQUE	11	IQUIQUE	1	1	0	-20,21448	-70,13586	1	10	110	0	0	0	0	0	0	0	0	0	1	1	7	CATÒLICA Y EVANGÈLICA	GRATUITO	GRATUITO
2021	113	9	ESCUELA ALMIRANTE PATRICIO LYNCH	 	70938800	1	1	TPCA	11	1101	IQUIQUE	11	IQUIQUE	1	1	0	-20,23204	-70,13770	1	10	110	0	0	0	0	0	0	0	0	0	1	1	2	 	GRATUITO	GRATUITO
2021	114	7	ESCUELA PLACIDO VILLARROEL	 	70938800	1	1	TPCA	11	1101	IQUIQUE	11	IQUIQUE	1	1	0	-20,22024	-70,14411	1	10	110	0	0	0	0	0	0	0	0	0	1	1	7	ECUMENICA	GRATUITO	GRATUITO
2021	115	5	ESCUELA JAVIERA CARRERA VERDUGO	 	70938800	1	1	TPCA	11	1101	IQUIQUE	11	IQUIQUE	1	1	0	-20,21947	-70,15195	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	 	GRATUITO	GRATUITO
2021	116	3	COLEGIO REPUBLICA DE CROACIA	 	70938800	1	1	TPCA	11	1101	IQUIQUE	11	IQUIQUE	1	1	0	-20,22728	-70,13485	1	10	110	0	0	0	0	0	0	0	0	0	1	1	7	CRISTIANA	GRATUITO	GRATUITO
2021	117	1	ESCUELA PAULA JARAQUEMADA ALQUIZAR	 	70938800	1	1	TPCA	11	1101	IQUIQUE	11	IQUIQUE	1	1	0	-20,22040	-70,14625	1	10	110	214	0	0	0	0	0	0	0	0	1	1	2	 	GRATUITO	GRATUITO
2021	119	8	ESCUELA CENTENARIO	 	70938800	1	1	TPCA	11	1101	IQUIQUE	11	IQUIQUE	1	1	0	-20,21351	-70,14512	1	10	110	214	0	0	0	0	0	0	0	0	1	1	7	LAICO	GRATUITO	GRATUITO
2021	120	1	LICEO COM.Y TEC.ARTURO PRAT CHACON	 	70938800	1	1	TPCA	11	1101	IQUIQUE	11	IQUIQUE	1	1	0	-20,20955	-70,14360	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	 	GRATUITO	GRATUITO
2021	122	8	ESCUELA THILDA PORTILLO OLIVARES	 	70938800	1	1	TPCA	11	1101	IQUIQUE	11	IQUIQUE	1	1	0	-20,23621	-70,14101	1	10	110	0	0	0	0	0	0	0	0	0	1	1	1	 	GRATUITO	GRATUITO
2021	123	6	COLEGIO ESPANA	 	70938800	1	1	TPCA	11	1101	IQUIQUE	11	IQUIQUE	1	1	0	-20,23972	-70,12885	1	10	110	0	0	0	0	0	0	0	0	0	1	1	7	FORMACIÓN CRISTIANA	GRATUITO	GRATUITO
2021	124	4	LICEO LUIS CRUZ MARTINEZ	 	70938800	1	1	TPCA	11	1101	IQUIQUE	11	IQUIQUE	1	1	0	-20,24199	-70,13744	1	310	510	610	0	0	0	0	0	0	0	0	1	1	1	 	GRATUITO	GRATUITO
2021	125	2	ESCUELA PROFESOR MANUEL CASTRO RAMOS	 	70938800	1	1	TPCA	11	1101	IQUIQUE	11	IQUIQUE	1	1	0	-20,24578	-70,13827	1	10	110	310	0	0	0	0	0	0	0	0	1	1	2	 	GRATUITO	GRATUITO
2021	126	0	COLEGIO REPUBLICA DE ITALIA	 	70938800	1	1	TPCA	11	1101	IQUIQUE	11	IQUIQUE	1	1	0	-20,24360	-70,13149	1	10	110	0	0	0	0	0	0	0	0	0	1	1	1	 	GRATUITO	GRATUITO
2021	127	9	LICEO MARIA AUXILIADORA	 	70083600	1	1	TPCA	11	1101	IQUIQUE	11	IQUIQUE	3	2	0	-20,22232	-70,14838	0	110	310	0	0	0	0	0	0	0	0	0	1	1	2	 	GRATUITO	$50.001 A $100.000
2021	128	7	JARDIN INFANTIL LITTLE GARDEN	 	77385380	1	1	TPCA	11	1101	IQUIQUE	11	IQUIQUE	3	2	0	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	3	9	 	SIN INFORMACION	SIN INFORMACION
2021	129	5	LICEO SUPERIOR GABRIELA MISTRAL	 	65167802	1	1	TPCA	11	1101	IQUIQUE	11	IQUIQUE	3	2	0	-20,22109	-70,15144	0	10	110	310	0	0	0	0	0	0	0	0	1	1	2	 	$1.000 A $10.000	$10.001 A $25.000
2021	130	9	COLEGIO NORTH COLLEGE	 	65155174	1	1	TPCA	11	1101	IQUIQUE	11	IQUIQUE	3	2	0	-20,22346	-70,14423	0	110	310	0	0	0	0	0	0	0	0	0	1	1	1	 	$1.000 A $10.000	$25.001 A $50.000
